Id,Username,Date,Tweet,Emotion,Anger,Joy,Surprise,Fear,Disgust,Sadness,Trust,Anticipation,SadnessV,SadnessA,SadnessD,SadnessCount,AnticipationV,AnticipationA,AnticipationD,AnticipationCount,DisgustV,DisgustA,DisgustD,DisgustCount,SurpriseV,SurpriseA,SurpriseD,SupriseCount,AngerV,AngerA,AngerD,AngerCount,JoyV,JoyA,JoyD,JoyCount,FearV,FearA,FearD,FearCount,TrustV,TrustA,TrustD,TrustCount
376,narendramodi,11-Sep-18,The bus accident in Telangana s Jagtial district is shocking beyond words. Anguished by the loss of lives. My thoughts and solidarity with the bereaved families. I pray that the injured recover quickly.,Trust,0.016463304,0.390584379,0.00730715,0.074144669,0.000815117,0.075418264,0.424512655,0.010754458,0.0935,0.2675,0.6585,4,0.714,0.627,0.127,1,0,0,0,0,0.4905,0.62175,0.5675,4,0.062,0.211,0.567,1,0.679666667,0.558,0.349333333,3,0.246,0.369,0.5705,4,0.669,0.634333333,0.360666667,6
377,narendramodi,11-Sep-18,Addressing a programme to mark the 125th anniversary of Swami Vivekananda s historic Chicago speech.,Anticipation,0.012467118,0.102592267,0.266651899,0.130092114,0.023905508,0.029680308,0.048871852,0.385738939,0,0,0,0,0,0,0,0,0,0,0,0,0.6855,0.6615,0.5005,2,0,0,0,0,0.682333333,0.640333333,0.334,3,0.74,0.537,0.298,1,0.682333333,0.640333333,0.334,3
350,narendramodi,12-Sep-18,Glad to be interacting with BJP Karyakartas in five Parliamentary seats. #MeraBoothSabseMazboot,Surprise,0.000439492,0.041279055,0.89358896,0.001973806,0.000407595,0.00369582,0.044418041,0.014197223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.298,0.221,1,0,0,0,0,0.59,0.426,0.2305,2
351,narendramodi,12-Sep-18,Looking forward to the interaction with  Karyakartas from five Lok Sabha seats. The interaction begins at 11 AM and can be watched live on the Narendra Modi Mobile App.,Anticipation,0.008158647,0.111608893,0.108298182,0.008651087,0.113750994,0.183272466,0.003593045,0.46266669,0,0,0,0,0,0,0,0,0,0,0,0,0.654,0.602,0.5475,2,0,0,0,0,0.684,0.476,0.418,3,0.646,0.75,0.735,1,0.6736,0.5464,0.4458,5
352,narendramodi,12-Sep-18,Greetings on the auspicious occasion of Ganesh Chaturthi.,Joy,0.000916337,0.810650766,0.102712877,0.004340632,0.000704338,0.023666941,0.047351625,0.009656494,0,0,0,0,0.562,0.669,0.635,1,0,0,0,0,0,0,0,0,0,0,0,0,0.631,0.5335,0.543,2,0,0,0,0,0.7,0.398,0.451,1
353,narendramodi,12-Sep-18,Thank you  JI for the invaluable support to the Swachh Bharat Mission and giving a clarion call to work for a Clean India.,Joy,0.00325239,0.645538211,0.255627692,0.008120766,0.001017025,0.017612584,0.047070246,0.021761097,0.594,0.558,0.627,1,0,0,0,0,0,0,0,0,0.667,0.6515,0.5635,2,0,0,0,0,0.604333333,0.576666667,0.555333333,3,0.5,0.422,0.443,1,0.6925,0.6635,0.50275,4
354,narendramodi,12-Sep-18,Thank you Amitabh Bachchan Ji for inspiring others and expressing your participation in the 'Swachhata Hi Seva Movement.',Joy,0.000195581,0.987287641,0.001847727,0.000302519,5.45E-06,0.000416846,0.006732533,0.003211698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,narendramodi,12-Sep-18,Wonderful to know  Ji.,Joy,0.00143601,0.680205345,0.031141764,0.009111402,0.000209029,0.029094925,0.191999972,0.056801569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0.704,0.361,1
356,narendramodi,12-Sep-18,Dear  through your work you have made a fantastic effort to spread awareness on cleanliness. Your continued support to the Swachh Bharat Mission is gladdening.,Joy,0.007222085,0.875684381,0.050043348,0.006801195,0.013664872,0.008584678,0.024826091,0.013173364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.665,0.5408,5,0.684,0.81,0.422,1,0.7212,0.678,0.4638,5
357,narendramodi,12-Sep-18,Delighted that you are joining the 'Swachhata Hi Seva Movement Mata  Ji. Your solidarity adds great strength to the movement.,Joy,0.000331592,0.87624532,0.007186612,0.001723974,2.75E-05,0.001026111,0.109425843,0.00403303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8565,0.7475,0.567,2,0,0,0,0,0.850666667,0.816333333,0.584666667,3
358,narendramodi,12-Sep-18,Thank you  Ji. Your support will add vigour to the 'Swachhata Hi Seva Movement.',Trust,0.000580609,0.296296984,0.052456647,0.005428217,0.000134661,0.00106954,0.639265835,0.004767488,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0.554,0.49,1,0,0,0,0,0.713,0.6445,0.449,2,0,0,0,0,0.7545,0.736,0.44,2
359,narendramodi,12-Sep-18,Over the last four years there is tremendous awareness on cleanliness both inside and outside the classroom. This is a great sign.,Surprise,0.013908397,0.23890987,0.27120164,0.099247709,0.015703388,0.100509591,0.252308428,0.008210953,0.552,0.383,0.28,1,0,0,0,0,0,0,0,0,0.612,0.472,0.404,1,0,0,0,0,0.675,0.5892,0.5134,5,0.684,0.81,0.422,1,0.6765,0.626,0.498166667,6
360,narendramodi,12-Sep-18,Glad you write this. Such a mindset change will go a long way in fulfilling Bapu's dream of a Swachh Bharat.,Joy,0.013575736,0.542015254,0.006272837,0.055953979,0.000740272,0.02652996,0.342726499,0.012185429,0.728,0.431,0.272,2,0.541,0.543,0.353,1,0,0,0,0,0.51,0.444,0.441,1,0,0,0,0,0.6246,0.5776,0.3856,5,0.7345,0.467,0.366,2,0.633,0.48175,0.32025,4
342,narendramodi,13-Sep-18,Michhami Dukkadam! We pray that the values of forgiveness brotherhood and compassion always prevail in our society. Here is what I said about the special occasion of Samvatsari and tradition of Michhami Dukkadam during #MannKiBaat in August last year.,Joy,0.097027451,0.652800679,0.011340129,0.027050817,0.056601509,0.012975464,0.116732463,0.025471486,0.83,0.75,0.43,1,0.719,0.6885,0.342,2,0,0,0,0,0.714,0.627,0.127,1,0.667,0.471,0.43,1,0.7624,0.651,0.4334,5,0.759666667,0.628666667,0.271666667,3,0.7802,0.6012,0.3818,5
343,narendramodi,13-Sep-18,Glad to have interacted with the people of Arunachal West seat. The Party Karyakartas are happy about the unparalleled focus devoted to the Northeast and asked me about the plans ahead for the region s development. #MeraBoothSabseMazboot,Joy,0.007329903,0.544748247,0.096484877,0.035641611,0.003501234,0.006143169,0.299306095,0.006844866,0,0,0,0,1,0.772,0.735,1,0,0,0,0,0.726333333,0.578666667,0.342,3,0,0,0,0,0.7536,0.655,0.4278,5,0,0,0,0,0.746,0.6355,0.4075,6
344,narendramodi,13-Sep-18,Abhinav Jain Ji based in Ghaziabad reminded me that on this day 5 years ago the BJP had given me the responsibility to lead the party in 2014. He also asked me about the importance of a Karyakarta who in my view is the heart and soul of the BJP family. #MeraBoothSabseMazboot,Joy,0.002914031,0.766175985,0.032841515,0.049121156,0.000705747,0.004336758,0.138116315,0.005788493,0,0,0,0,0.75,0.864,0.58,1,0,0,0,0,0.7414,0.5176,0.4362,5,0,0,0,0,0.732857143,0.515142857,0.390142857,7,0,0,0,0,0.703833333,0.587,0.353666667,6
345,narendramodi,13-Sep-18,Happy to have interacted with the industrious  Karyakartas based in Hazaribagh. #MeraBoothSabseMazboot Mariam Tuddu Ji talked about the extensive work done in the last four years which have improved the lives of the poorest of the poor.,Surprise,0.026415724,0.130673766,0.410467148,0.031808812,0.092361987,0.08338242,0.110640563,0.114249572,0.552,0.383,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67025,0.5585,0.39875,4,0.72,0.791,0.537,1,0.6802,0.605,0.4264,5
346,narendramodi,13-Sep-18,Suwalal Yadav Ji who is based in Jaipur Rural seat expressed gratitude on the Government s historic decision on OROP. He is also proud of the surgical strikes and asked me about what we can do for the welfare of those who have served in the Armed Forces. #MeraBoothSabseMazboot,Trust,0.018024122,0.243389845,0.066819608,0.297602326,0.007936307,0.011358797,0.312328815,0.042540196,0,0,0,0,0.906,0.873,0.7,1,0,0,0,0,0.4945,0.5885,0.528,2,0,0,0,0,0.707444444,0.631777778,0.474,9,0.646,0.839,0.51,1,0.725125,0.649,0.454875,8
347,narendramodi,13-Sep-18,Gulshan Kumar Ji from Nawada enjoys playing sports and works for the Party tirelessly. He is happy with the development work in Nawada. He asked me how a  Karyakarta should work towards strengthening the party and connect with maximum citizens. #MeraBoothSabseMazboot,Joy,0.011029748,0.47199142,0.007988936,0.166024089,7.09E-05,0.000193407,0.342491835,0.000209695,0,0,0,0,1,0.772,0.735,1,0,0,0,0,0.948,0.547,0.84,1,0,0,0,0,0.864833333,0.709666667,0.6525,6,0.827,0.796,0.5,1,0.827428571,0.720428571,0.553428571,7
348,narendramodi,13-Sep-18,Here are the highlights of this morning's interaction with  Karyakartas in five Parliamentary constituencies across India. We are extremely proud of our Karyakartas and their valuable role in the building of the Party. #MeraBoothSabseMazboot,Joy,0.008735972,0.559713662,0.019956637,0.008193049,0.000953656,0.000421408,0.397940665,0.004084987,0,0,0,0,0.906,0.873,0.7,1,0,0,0,0,0.6405,0.818,0.781,2,0,0,0,0,0.683666667,0.685666667,0.582666667,3,0.599,0.607,0.4975,2,0.6535,0.59625,0.479,4
349,narendramodi,13-Sep-18,Had a wonderful meeting with Mr.  Chairman and CEO of  . We discussed various aspects relating to technology as well as innovation.,Joy,0.007138098,0.627902865,0.021989746,0.068957187,0.001952568,0.006913693,0.255331814,0.009814004,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0.83,0.776,1,0,0,0,0,0.665,0.5875,0.53025,4,0,0,0,0,0.705,0.6975,0.628,2
324,narendramodi,14-Sep-18,Swachhata Hi Seva Movement' aims at fulfilling Bapu's dream of a Clean India. Watch. #SHS2018,Joy,0.007086603,0.506706476,0.054104835,0.026501715,0.003278773,0.079587571,0.056948554,0.265785456,0.844,0.328,0.157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823,0.755,0.417,1,0.844,0.328,0.157,1,0.844,0.328,0.157,1
325,narendramodi,14-Sep-18,At 9:30 AM we mark the start of the historic 'Swachhata Hi Seva Movement' which will add vigour to our efforts to fulfil Bapu's dream of a 'Clean India.' It can be watched live on  the 'Narendra Modi Mobile App' and other mediums.,Fear,0.093459308,0.136703625,0.018499844,0.484162569,0.010697886,0.033856679,0.214195266,0.008424829,0.844,0.328,0.157,1,0.684,0.589,0.43,1,0,0,0,0,0.627,0.536,0.360333333,3,0,0,0,0,0.678142857,0.580285714,0.409285714,7,0.844,0.328,0.157,1,0.691625,0.54875,0.3465,8
326,narendramodi,14-Sep-18,On #EngineersDay I congratulate our hardworking engineers and appreciate their dexterity as well as dedication. Their role in nation building is extremely vital. I also pay tributes to the noted engineer Shri M Visvesvaraya on his birth anniversary.,Joy,0.010651247,0.603679717,0.045204628,0.059405122,0.010052758,0.03230387,0.234887049,0.003815633,0,0,0,0,0.705,0.564,0.6215,2,0,0,0,0,0.75,0.83425,0.6585,4,0,0,0,0,0.762666667,0.735666667,0.619333333,6,0.724,0.5,0.4575,2,0.697,0.688714286,0.493,7
327,narendramodi,14-Sep-18,The accident in Kishtwar Jammu and Kashmir is tragic. Condolences to those who lost their loved ones. May the injured recover at the earliest.,Fear,0.004281114,0.040730648,0.039709982,0.460856766,0.001355006,0.430156708,0.011895705,0.011014073,0.135666667,0.262,0.750333333,3,0,0,0,0,0,0,0,0,0.526,0.459,0.68,2,0,0,0,0,0.9225,0.6145,0.481,2,0.104,0.319,0.794,2,0.9225,0.6145,0.481,2
328,narendramodi,14-Sep-18,Wonderfully articulated and great that you are strengthening the 'Swachhata Hi Seva Movement' with your support.,Joy,0.000192296,0.928300798,0.002043274,0.001243963,1.51E-05,0.000562094,0.066162266,0.001480227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9355,0.8775,0.646,2,0,0,0,0,0.9355,0.8775,0.646,2
329,narendramodi,14-Sep-18,Delighted that Ustad Amjad Ali Khan Sahab is supporting the 'Swachhata Hi Seva Movement.' Together 125 crore Indians will fulfil Bapu's dream of a Clean India.,Joy,0.001840088,0.893405676,0.031614002,0.016082896,0.000503283,0.001451061,0.054788489,0.000314483,0.844,0.328,0.157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698,0.735,0.408,1,0.844,0.328,0.157,1,0.725333333,0.609,0.351666667,3
330,narendramodi,14-Sep-18,Appreciate the support Mr. Ratan Tata.,Trust,0.008196136,0.257745326,0.155365765,0.089633875,0.006735344,0.006409693,0.454107553,0.021806305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811,0.737,0.472,1
331,narendramodi,14-Sep-18,When PT Usha Ji extends support to the movement to Clean India it means we will surely fulfil Bapu's dream at a faster pace :),Joy,0.00088699,0.660996854,0.101168014,0.006632755,8.89E-05,0.002708591,0.214257166,0.013260696,0.844,0.328,0.157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61975,0.56075,0.45375,4,0.677,0.359,0.2685,2,0.706428571,0.577857143,0.416571429,7
334,narendramodi,14-Sep-18,Best wishes to my sisters and brothers of Odisha on Nuakhai. I pray that this occasion enhances the spirit of joy and progress in our society. Nuakhai Juhar!,Joy,0.00120832,0.986777008,0.000487899,0.000790644,1.32E-05,0.000287011,0.01026487,0.000171052,0,0,0,0,0.797,0.752,0.3845,2,0,0,0,0,0.714,0.627,0.127,1,0,0,0,0,0.8185,0.674,0.511,4,0.714,0.627,0.127,1,0.707,0.5125,0.289,2
335,narendramodi,14-Sep-18,From Ashara Mubaraka held in Indore earlier today.,Joy,0.005407171,0.746636271,0.189315647,0.012178991,0.001944945,0.011546788,0.019110506,0.013859674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562,0.339,0.352,1,0,0,0,0,0.562,0.339,0.352,1
336,narendramodi,14-Sep-18,I will never forget the affection I received at the Saifee Mosque in Indore.,Sadness,0.009968787,0.332850486,0.100541674,0.010546161,0.002427006,0.376653731,0.13005501,0.036957137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719333333,0.59,0.439666667,3,0,0,0,0,0.719333333,0.59,0.439666667,3
337,narendramodi,14-Sep-18,The nation is proud of the rich contribution of the Dawoodi Bohra community. They play a vital role in India s economic progress and have spread the power of Indian culture globally. They are also at the forefront of conserving nature and furthering cleanliness.,Joy,0.110661611,0.752899945,0.016133608,0.093838498,0.00562558,0.00502904,0.004354625,0.011457077,0.567,0.725,0.4835,2,0.893,0.875,0.671,2,0,0,0,0,0,0,0,0,0,0,0,0,0.781,0.7424,0.5571,10,0.655666667,0.621,0.373333333,3,0.7213,0.706,0.5005,10
338,narendramodi,14-Sep-18,It is always wonderful to meet Dr. Syedna Mufaddal Saifuddin. Saint and scholar his commitment towards nation building is appreciable. He is at the forefront of several community service initiatives.,Joy,0.002616046,0.713404596,0.001653216,0.032731019,0.000659994,0.000383429,0.247678056,0.000873633,0.573,0.811,0.559,1,0,0,0,0,0,0,0,0,0.971,0.83,0.776,1,0,0,0,0,0.747,0.689,0.56325,4,0,0,0,0,0.713,0.82625,0.622,4
339,narendramodi,14-Sep-18,Imam Husain (SA) sacrificed himself instead of accepting injustice. He was unwavering in his desire for peace and justice. His teachings are as relevant today as they were centuries ago.,Surprise,0.035192717,0.038581867,0.277234733,0.105899684,0.200961694,0.186621144,0.052955572,0.1025526,0,0,0,0,0.939,0.613,0.156,1,0,0,0,0,0.806,0.362,0.306,1,0,0,0,0,0.8725,0.4875,0.231,2,0.896,0.647,0.692,1,0.8235,0.7205,0.5215,4
340,narendramodi,14-Sep-18,Attended Ashara Mubaraka to commemorate the martyrdom of Imam Husain (SA) in Indore. Here are some moments from the programme.,Fear,0.025903331,0.225472689,0.087931044,0.266684592,0.017735139,0.08189144,0.160866201,0.133515552,0.5675,0.539,0.6735,2,0.812,0.636,0.602,1,0,0,0,0,0.423,0.472,0.482,1,0,0,0,0,0.6175,0.554,0.542,2,0.323,0.442,0.745,1,0.423,0.472,0.482,1
311,narendramodi,15-Sep-18,Swachhata Hi Seva movement began on a great note today. I salute all those who engaged in Swachhata activities. The efforts are deeply appreciated. I invite more people to enrich #SHS18 with their participation over the next fortnight. Lets fulfil Bapu s dream of a Clean India.,Sadness,0.026823627,0.198249921,0.022742424,0.101827346,0.053874359,0.564320505,0.022125272,0.010036536,0.844,0.328,0.157,1,0.791,0.73,0.6255,2,0,0,0,0,0.6745,0.5555,0.5275,2,0,0,0,0,0.746714286,0.646428571,0.525,7,0.844,0.328,0.157,1,0.748285714,0.596,0.47,7
312,narendramodi,15-Sep-18,This morning people from all walks of life from all parts of India converged united in the pursuit of fulfilling Mahatma Gandhi s dream of a Clean India. Sharing highlights from the interaction earlier today. #SHS18,Joy,0.003741522,0.891556501,0.01241498,0.007619979,0.000536105,0.000534723,0.078060128,0.005536085,0.844,0.328,0.157,1,0,0,0,0,0,0,0,0,0.625,0.625,0.5675,2,0,0,0,0,0.671,0.553,0.399857143,7,0.745,0.539,0.446,2,0.68775,0.545,0.4065,8
313,narendramodi,15-Sep-18,We are extremely grateful to Shri Amitabh Bachchan Ji for his consistent and significant contribution towards the Swachh Bharat Mission. During the programme earlier today he spoke about his involvement and desire to see a Clean India.  #SHS18,Joy,0.012168404,0.428376645,0.232411981,0.204531714,0.002809526,0.015356698,0.09025275,0.014092258,0,0,0,0,0,0,0,0,0,0,0,0,0.7205,0.624,0.5665,2,0.76,0.696,0.62,1,0.744285714,0.628,0.473571429,7,0.78125,0.564,0.42775,4,0.741,0.557833333,0.4485,6
314,narendramodi,15-Sep-18,Ever since he assumed office Shri  Ji has brought a paradigm shift in Uttar Pradesh's development journey. The work in improving cleanliness is wonderful. He shared glimpses of the remarkable work his team and he are doing. #SHS18,Joy,0.002095302,0.985787511,0.000276221,0.000946885,0.000744485,0.001213633,0.008859569,7.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.72,0.573,1,0,0,0,0,0.6156,0.6498,0.502,5,0.827,0.796,0.5,1,0.719833333,0.697833333,0.467666667,6
315,narendramodi,15-Sep-18,The  are at the forefront of helping the nation fulfil Bapu's dream of a Swachh Bharat. Delighted that Mr. Ratan Tata joined us today and extended valued support to the 'Swachhata Hi Seva Movement.'  #SHS18,Joy,0.0040578,0.9158656,0.003978086,0.047725178,0.001012092,0.004361937,0.021130942,0.001868335,0.7085,0.5695,0.358,2,0,0,0,0,0,0,0,0,0.688,0.5055,0.305,2,0,0,0,0,0.649666667,0.607333333,0.389666667,3,0.844,0.328,0.157,1,0.6784,0.6692,0.387,5
316,narendramodi,15-Sep-18,Citizens from all walks of life gathered at the holy Takht Sri Patna Sahib to encourage the 'Swachhata Hi Seva Movement.' #SHS18,Joy,0.000662013,0.87055397,0.029188842,0.003723975,0.000227676,0.003782543,0.085446164,0.006414809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0.764,0.5975,2,0,0,0,0,0.907,0.764,0.5975,2
317,narendramodi,15-Sep-18,Extremely articulate and always inspiring  Ji talked at length about his work on Swachhata and made a passionate case for a dirt free India. #SHS18,Joy,0.005514069,0.337523758,0.316984594,0.02717118,0.022781957,0.046031047,0.237996534,0.005996881,0.427,0.441,0.275,1,0.99,0.731,0.827,1,0.112,0.236,0.5,1,0,0,0,0,0,0,0,0,0.868333333,0.675,0.641,3,0.453,0.487,0.2915,2,0.771,0.6395,0.55775,4
318,narendramodi,15-Sep-18,I thank  Ji for joining the 'Swachhata Hi Seva Movement.' During the programme earlier today he gave an elaborate perspective on the importance of cleanliness and the excellent work of the  family towards creating a Swachh Bharat. #SHS18,Joy,0.016160201,0.901743472,0.006962304,0.004987666,0.017186392,0.037361134,0.013372125,0.002226701,0,0,0,0,0.75,0.864,0.58,1,0,0,0,0,0.882,0.444,0.3295,2,0,0,0,0,0.7727,0.6096,0.4181,10,0.74,0.537,0.298,1,0.782571429,0.620714286,0.419428571,7
319,narendramodi,15-Sep-18,The blessings of the Ajmer Sharif Dargah are a matter of immense joy for the Swachh Bharat Mission. Interacted with a team of citizens who had gathered at the Dargah fully committed to eliminate dirt and unclean surroundings. #SHS18,Joy,0.086874828,0.525136471,0.064816251,0.100945957,0.052297287,0.01648719,0.082601458,0.07084059,0,0,0,0,0.929,0.623,0.361,1,0.1225,0.185,0.5145,2,0.929,0.623,0.361,1,0,0,0,0,0.798666667,0.659666667,0.512666667,3,0.265,0.324,0.67,1,0.643666667,0.614666667,0.472833333,6
320,narendramodi,15-Sep-18,This is incredible Mata  Ji! You motivate millions of people globally and your contribution to the 'Swachhata Hi Seva Movement' is incredible! #SHS18,Joy,0.014729309,0.448901057,0.142144531,0.049998097,0.003164611,0.063242167,0.266762704,0.011057539,0,0,0,0,0,0,0,0,0,0,0,0,0.604,0.5,0.4,1,0,0,0,0,0.771666667,0.720666667,0.549333333,3,0.833,0.8165,0.614,2,0.708,0.6865,0.588,2
321,narendramodi,15-Sep-18,Bindeshwar Ji your energy and enthusiasm are exceptional. Your work in furthering toilet coverage and other sanitation related activities is stupendous. Thank you for joining Swachhata Hi Seva Movement. #SHS18,Joy,0.000992217,0.938371658,0.001159531,0.004379806,0.000187532,0.000481826,0.054106455,0.000320969,0,0,0,0,0.938,0.798,0.816,1,0.49,0.233,0.29,1,0.938,0.798,0.816,1,0.767,0.629,0.413,1,0.761666667,0.643333333,0.524666667,6,0.7545,0.5645,0.3625,2,0.703,0.599,0.479,4
322,narendramodi,15-Sep-18,With enthusiastic young friends at the Baba Sahib Ambedkar Secondary School in Delhi. It is India s youth that have led from the front and ushered in a positive change when it comes to cleanliness. #SHS18,Trust,0.002023599,0.018137299,0.018190159,0.00858063,0.00915667,0.000321063,0.94079864,0.002791928,0,0,0,0,0.875,0.6365,0.564,2,0,0,0,0,0.809,0.632,0.492666667,3,0.938,0.736,0.608,1,0.851,0.688142857,0.536428571,7,0.7815,0.671,0.5915,2,0.881666667,0.691,0.469666667,3
323,narendramodi,15-Sep-18,Let us strengthen the Swachh Bharat Mission. Joined the Swachhata Hi Seva Movement at the Baba Sahib Ambedkar Secondary School in Paharganj Delhi. This school s campus was bought by the venerable Dr. Ambedkar to ensure children from poor families get quality education. #SHS18,Trust,0.061507549,0.234798476,0.069016635,0.119677007,0.028842775,0.08340627,0.400894046,0.001857262,0.156,0.087,0.358,1,0.708,0.6,0.369,1,0,0,0,0,0.604,0.519,0.388,1,0,0,0,0,0.768333333,0.567333333,0.500333333,3,0.38,0.303,0.373,2,0.682875,0.569,0.439875,8
302,narendramodi,16-Sep-18,Congratulations to our space scientists! ISRO successfully launched PSLV C42 putting two UK satellites in orbit demonstrating India's prowess in the competitive space business.,Joy,0.01510901,0.544904649,0.008741924,0.123761669,0.013427529,0.000983044,0.291437536,0.001634661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6514,0.6822,0.4926,5,0.686333333,0.613666667,0.436666667,3,0.624,0.6586,0.4628,5
303,narendramodi,16-Sep-18,Commendable effort by the  family. It is essential that our coastal areas remain clean.,Trust,0.003333361,0.375830024,0.030504713,0.013013433,0.000721247,0.009464129,0.545675039,0.02145808,0,0,0,0,0,0,0,0,0,0,0,0,0.604,0.51,0.37,1,0,0,0,0,0.6565,0.6205,0.3675,2,0,0,0,0,0.6565,0.6205,0.3675,2
304,narendramodi,16-Sep-18,I salute the NCC family for their involvement with 'Swachhata Hi Seva' Mission. This will inspire others to join the movement as well.,Joy,3.75E-05,0.978181481,3.89E-05,0.002468535,1.10E-07,3.62E-05,0.019234881,2.30E-06,0,0,0,0,0.918,0.759,0.627,1,0,0,0,0,0,0,0,0,0.76,0.696,0.62,1,0.8146,0.6952,0.5228,5,0,0,0,0,0.81,0.69875,0.518,4
305,narendramodi,16-Sep-18,Every Indian will be happy to see this! Kudos to the  for proactively working towards Swachhata.,Joy,0.003822452,0.42987442,0.240862057,0.017383901,0.001109579,0.013710635,0.214026004,0.079210959,0,0,0,0,1,0.772,0.735,1,0,0,0,0,0,0,0,0,0,0,0,0,0.849,0.7535,0.5715,2,0.635,0.312,0.269,1,0.75075,0.59325,0.413,4
306,narendramodi,16-Sep-18,Happy to see enthusiasm towards 'Swachhata Hi Seva' Movement in Arunachal Pradesh!,Joy,2.86E-05,0.977907598,0.00794339,0.000131191,5.88E-06,0.000116308,0.004642966,0.009224077,0,0,0,0,0.938,0.798,0.816,1,0,0,0,0,0.938,0.798,0.816,1,0,0,0,0,0.938,0.798,0.816,1,0.635,0.312,0.269,1,0.635,0.312,0.269,1
307,narendramodi,16-Sep-18,My friend Afroz and his team have been diligently working towards cleanliness for a long time. We are proud of your efforts and hope you will continue to play a vital role in fulfilling Bapu's dream of a Clean India.,Joy,0.003522172,0.717517853,0.001861031,0.093607612,0.001975895,0.001422172,0.178032368,0.002060868,0.844,0.328,0.157,1,0.751,0.69175,0.44925,4,0,0,0,0,0.927,0.739,0.317,1,0,0,0,0,0.832714286,0.660857143,0.487,7,0.698,0.396,0.2085,2,0.774,0.5963,0.4297,10
310,narendramodi,16-Sep-18,Appreciable effort by the entire team.,Trust,0.005272056,0.297674388,0.260876209,0.017268734,0.001785153,0.027187008,0.342431307,0.047505144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0.698,0.462,1,0.689,0.698,0.462,1,0.689,0.698,0.462,1
210,narendramodi,17-Sep-18,Inaugurating key development projects in Kashi. Watch.,Joy,0.009582145,0.56686312,0.086041562,0.01531582,0.000973044,0.024295626,0.243493721,0.053434938,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0.519,0.275,1,0,0,0,0,0,0,0,0,0.827,0.796,0.5,1,0.721,0.6575,0.3875,2
211,narendramodi,17-Sep-18,Visited the Manduadih Railway Station in Kashi. Here are some pictures.,Joy,0.00670584,0.766089618,0.105784781,0.010398548,0.001950177,0.02333449,0.066013299,0.019723244,0,0,0,0,0,0,0,0,0,0,0,0,0.423,0.472,0.482,1,0,0,0,0,0.423,0.472,0.482,1,0,0,0,0,0.423,0.472,0.482,1
212,narendramodi,17-Sep-18,Spent time with my young friends in Kashi.,Joy,0.000245386,0.960858107,0.004393327,0.000309984,5.34E-05,0.004888837,0.02876517,0.000485754,0,0,0,0,0.708,0.573,0.404,2,0,0,0,0,0.6175,0.5045,0.501,2,0,0,0,0,0.721333333,0.544666667,0.504,3,0,0,0,0,0.676,0.5485,0.496,2
213,narendramodi,17-Sep-18,Had a lively interaction with bright young minds at a school in Narur. Spoke to them about a wide range of subjects including the importance of sports and skill development.,Disgust,0.122094855,0.103944674,0.001767597,0.197237372,0.449172258,0.035512444,0.089536011,0.000734773,0,0,0,0,0.781,0.7005,0.55,2,0,0,0,0,0.62975,0.5935,0.50975,4,0,0,0,0,0.7865,0.671,0.618833333,6,0.646,0.75,0.735,1,0.771285714,0.675571429,0.598714286,7
216,narendramodi,17-Sep-18,Dr. Raman Singh Ji gratitude for the wishes. Congratulations on the resounding success of the #AtalVikasYatra . Under your leadership the development strides in Chhattisgarh are commendable. No wonder the people of the state trust you tremendously.,Trust,0.001640037,0.009905742,0.002354233,0.005953914,0.001457279,0.001353661,0.976766527,0.000568635,0,0,0,0,0.959,0.981,0.88,1,0,0,0,0,0.7715,0.6325,0.5855,2,0,0,0,0,0.739833333,0.676,0.586666667,6,0.6945,0.7,0.41,2,0.781666667,0.7315,0.538,6
